source,label,participant,clip,total_frames,hand_frames,hand_rate,duration_s,flat_frac,centroid_z,flags,npz
aslcitizen,EAT,P35,13884914336494525-EAT,54,24,0.444,1.8,0.0,-1.04,LOW_HAND_RATE,test__EAT__P35__13884914336494525-EAT.npz
aslcitizen,DEAF,P16,5966497138153777-DEAF,54,24,0.444,1.8,0.0,-0.26,LOW_HAND_RATE,train__DEAF__P16__5966497138153777-DEAF.npz
aslcitizen,WAIT,P7,524881037999334-WAIT,45,20,0.444,2.62,0.0,-0.53,LOW_HAND_RATE,train__WAIT__P7__524881037999334-WAIT.npz
aslcitizen,WHY,P27,9579391541087037-WHY,45,20,0.444,1.5,0.0,-0.84,LOW_HAND_RATE,train__WHY__P27__9579391541087037-WHY.npz
aslcitizen,HELP,P33,15046472702938374-HELP,173,77,0.445,5.77,0.0,-0.73,LOW_HAND_RATE,train__HELP__P33__15046472702938374-HELP.npz
aslcitizen,BYE,P17,5631016440125773-BYE,56,25,0.446,1.81,0.0,0.61,LOW_HAND_RATE,test__BYE__P17__5631016440125773-BYE.npz
aslcitizen,EAT,P40,5237431195885818-EAT,83,37,0.446,2.77,0.0,0.12,LOW_HAND_RATE,train__EAT__P40__5237431195885818-EAT.npz
aslcitizen,YES,P14,38970444942928073-YES,56,25,0.446,1.83,0.0,-0.13,LOW_HAND_RATE,train__YES__P14__38970444942928073-YES.npz
aslcitizen,DEAF,P39,8038995989097344-DEAF 2,112,50,0.446,3.73,0.0,0.05,LOW_HAND_RATE,val__DEAF__P39__8038995989097344-DEAF 2.npz
aslcitizen,BATHROOM,P37,8131544680721032-BATHROOM,38,17,0.447,1.27,0.0,-0.56,LOW_HAND_RATE,train__BATHROOM__P37__8131544680721032-BATHROOM.npz
aslcitizen,HURT,P27,5833224752574873-HURT,47,21,0.447,1.57,0.0,-0.3,LOW_HAND_RATE,train__HURT__P27__5833224752574873-HURT.npz
aslcitizen,SICK,P29,06509213312274453-SICK,47,21,0.447,1.57,0.0,-0.33,LOW_HAND_RATE,train__SICK__P29__06509213312274453-SICK.npz
aslcitizen,WHAT,P27,9648437167288393-WHAT 1,47,21,0.447,1.57,0.0,-0.32,LOW_HAND_RATE,train__WHAT__P27__9648437167288393-WHAT 1.npz
aslcitizen,BATHROOM,P26,6405573667025386-BATHROOM,76,34,0.447,2.52,0.0,-0.51,LOW_HAND_RATE,val__BATHROOM__P26__6405573667025386-BATHROOM.npz
aslcitizen,BYE,P22,32542343160867326-BYE,29,13,0.448,0.97,0.0,-0.73,LOW_HAND_RATE,test__BYE__P22__32542343160867326-BYE.npz
aslcitizen,MORE,P35,9421448198356972-MORE,67,30,0.448,2.24,0.0,0.27,LOW_HAND_RATE,test__MORE__P35__9421448198356972-MORE.npz
aslcitizen,SICK,P49,46526275710038-SICK,29,13,0.448,1.93,0.0,0.11,LOW_HAND_RATE,test__SICK__P49__46526275710038-SICK.npz
aslcitizen,WHAT,P22,404671863993352-WHAT 2,29,13,0.448,0.97,0.0,-0.2,LOW_HAND_RATE,test__WHAT__P22__404671863993352-WHAT 2.npz
aslcitizen,HURT,P30,4545920597656814-HURT,96,43,0.448,3.2,0.0,-0.06,LOW_HAND_RATE,train__HURT__P30__4545920597656814-HURT.npz
aslcitizen,NAME,P26,1420689770801613-NAME,58,26,0.448,1.94,0.0,-1.04,LOW_HAND_RATE,val__NAME__P26__1420689770801613-NAME.npz
aslcitizen,PLEASE,P21,42961246858695024-PLEASE,69,31,0.449,2.3,0.0,1.22,LOW_HAND_RATE,val__PLEASE__P21__42961246858695024-PLEASE.npz
aslcitizen,WHERE,P16,7750734997528588-WHERE,60,27,0.45,2.0,0.0,-0.16,LOW_HAND_RATE,train__WHERE__P16__7750734997528588-WHERE.npz
aslcitizen,SICK,P35,37419038878511945-SICK,51,23,0.451,1.71,0.0,0.28,LOW_HAND_RATE,test__SICK__P35__37419038878511945-SICK.npz
aslcitizen,PAIN,P11,7082903481857168-PAIN,51,23,0.451,1.7,0.0,-0.53,LOW_HAND_RATE,train__PAIN__P11__7082903481857168-PAIN.npz
aslcitizen,BATHROOM,P9,722023170046934-BATHROOM,124,56,0.452,4.13,0.0,0.87,LOW_HAND_RATE,test__BATHROOM__P9__722023170046934-BATHROOM.npz
aslcitizen,INTERPRETER,P47,014355229488112409-INTERPRETER,110,50,0.455,3.55,0.0,-0.37,LOW_HAND_RATE,test__INTERPRETER__P47__014355229488112409-INTERPRETER.npz
aslcitizen,PLEASE,P49,5042323343464843-PLEASE,22,10,0.455,1.47,0.0,0.95,LOW_HAND_RATE,test__PLEASE__P49__5042323343464843-PLEASE.npz
aslcitizen,HELLO,P16,0755679379568106-HELLO,55,25,0.455,1.83,0.0,0.23,LOW_HAND_RATE,train__HELLO__P16__0755679379568106-HELLO.npz
aslcitizen,DRINK,P21,7875424216858471-DRINK 2,55,25,0.455,1.83,0.0,-0.15,LOW_HAND_RATE,val__DRINK__P21__7875424216858471-DRINK 2.npz
aslcitizen,WHO,P21,6506737411983545-WHO,44,20,0.455,1.47,0.0,-0.06,LOW_HAND_RATE,val__WHO__P21__6506737411983545-WHO.npz
aslcitizen,STOP,P35,21416838482074008-STOP,57,26,0.456,1.87,0.0,-0.37,LOW_HAND_RATE,test__STOP__P35__21416838482074008-STOP.npz
aslcitizen,WATER,P15,7705639151800205-WATER,147,67,0.456,4.91,0.0,-0.38,LOW_HAND_RATE,test__WATER__P15__7705639151800205-WATER.npz
wlasl,HELLO,WLASL_21,27173_12,57,26,0.456,1.9,0.0,-0.03,LOW_HAND_RATE,train__HELLO__WLASL_21__wlasl_27173_12.npz
aslcitizen,HOW,P7,948548155363955-HOW,79,36,0.456,2.63,0.0,-0.45,LOW_HAND_RATE,train__HOW__P7__948548155363955-HOW.npz
aslcitizen,DEAF,P40,7822434515793355-DEAF,81,37,0.457,2.7,0.0,-0.33,LOW_HAND_RATE,train__DEAF__P40__7822434515793355-DEAF.npz
aslcitizen,WAIT,P35,6692766688263203-WAIT,59,27,0.458,1.97,0.0,1.67,LOW_HAND_RATE,test__WAIT__P35__6692766688263203-WAIT.npz
aslcitizen,PLEASE,P14,5956139983741693-PLEASE,72,33,0.458,2.4,0.0,-0.35,LOW_HAND_RATE,train__PLEASE__P14__5956139983741693-PLEASE.npz
aslcitizen,SORRY,P33,7662883760067802-SORRY,142,65,0.458,4.73,0.0,-0.56,LOW_HAND_RATE,train__SORRY__P33__7662883760067802-SORRY.npz
aslcitizen,WHAT,P27,1532464203763655-WHAT 2,48,22,0.458,1.6,0.0,-0.22,LOW_HAND_RATE,train__WHAT__P27__1532464203763655-WHAT 2.npz
aslcitizen,WHO,P37,22349971035391758-WHO,48,22,0.458,1.6,0.0,-0.52,LOW_HAND_RATE,train__WHO__P37__22349971035391758-WHO.npz
aslcitizen,WHY,P31,10953401131792706-WHY,72,33,0.458,2.4,0.0,0.06,LOW_HAND_RATE,train__WHY__P31__10953401131792706-WHY.npz
aslcitizen,WHERE,P12,7404223141679687-WHERE,59,27,0.458,1.97,0.0,-0.02,LOW_HAND_RATE,val__WHERE__P12__7404223141679687-WHERE.npz
aslcitizen,PAIN,P50,8882527528736919-PAIN,74,34,0.459,2.47,0.0,-0.22,LOW_HAND_RATE,train__PAIN__P50__8882527528736919-PAIN.npz
aslcitizen,THANKYOU,P31,274897834577152-THANK YOU,74,34,0.459,2.47,0.0,-1.13,LOW_HAND_RATE,train__THANKYOU__P31__274897834577152-THANK YOU.npz
aslcitizen,WATER,P26,9850177164607337-WATER,61,28,0.459,1.99,0.0,-0.18,LOW_HAND_RATE,val__WATER__P26__9850177164607337-WATER.npz
aslcitizen,HURT,P15,6798727816721306-HURT,87,40,0.46,2.9,0.0,-0.67,LOW_HAND_RATE,test__HURT__P15__6798727816721306-HURT.npz
aslcitizen,HOW,P27,7257805929367986-HOW 2,50,23,0.46,1.67,0.0,-0.4,LOW_HAND_RATE,train__HOW__P27__7257805929367986-HOW 2.npz
aslcitizen,NAME,P37,9125300798453833-NAME,50,23,0.46,1.67,0.0,-0.79,LOW_HAND_RATE,train__NAME__P37__9125300798453833-NAME.npz
aslcitizen,PAIN,P33,9177378686473288-PAIN,150,69,0.46,5.01,0.067,-0.45,LOW_HAND_RATE,train__PAIN__P33__9177378686473288-PAIN.npz
aslcitizen,WHO,P12,24758144482774802-WHO,50,23,0.46,1.67,0.0,0.09,LOW_HAND_RATE,val__WHO__P12__24758144482774802-WHO.npz
aslcitizen,HELP,P5,8534077485600235-HELP,89,41,0.461,2.97,0.0,-0.39,LOW_HAND_RATE,val__HELP__P5__8534077485600235-HELP.npz
aslcitizen,DEAF,P49,37411103447253136-DEAF 2,39,18,0.462,2.6,0.125,0.38,LOW_HAND_RATE,test__DEAF__P49__37411103447253136-DEAF 2.npz
aslcitizen,EAT,P6,7640667133656183-EAT,39,18,0.462,1.3,0.0,-0.17,LOW_HAND_RATE,test__EAT__P6__7640667133656183-EAT.npz
aslcitizen,DEAF,P37,9833342420720304-DEAF,52,24,0.462,1.74,0.0,-0.52,LOW_HAND_RATE,train__DEAF__P37__9833342420720304-DEAF.npz
aslcitizen,HOW,P37,540755360226808-HOW 2,52,24,0.462,1.73,0.0,-0.67,LOW_HAND_RATE,train__HOW__P37__540755360226808-HOW 2.npz
aslcitizen,WHAT,P37,6481029082097123-WHAT 1,65,30,0.462,2.17,0.0,-0.02,LOW_HAND_RATE,train__WHAT__P37__6481029082097123-WHAT 1.npz
aslcitizen,INTERPRETER,P26,5042625197582111-INTERPRETER,78,36,0.462,2.57,0.0,0.56,LOW_HAND_RATE,val__INTERPRETER__P26__5042625197582111-INTERPRETER.npz
aslcitizen,BYE,P35,5023793115629094-BYE,54,25,0.463,1.81,0.0,-0.44,LOW_HAND_RATE,test__BYE__P35__5023793115629094-BYE.npz
aslcitizen,EAT,P35,7291224290785421-EAT,80,37,0.463,2.63,0.0,-0.93,LOW_HAND_RATE,test__EAT__P35__7291224290785421-EAT.npz
aslcitizen,HELLO,P6,9042145214602195-HELLO,41,19,0.463,1.37,0.0,-0.32,LOW_HAND_RATE,test__HELLO__P6__9042145214602195-HELLO.npz
aslcitizen,PAIN,P6,6304966560640322-PAIN,67,31,0.463,2.23,0.0,-1.14,LOW_HAND_RATE,test__PAIN__P6__6304966560640322-PAIN.npz
aslcitizen,NAME,P51,7680995774148371-NAME,67,31,0.463,2.23,0.0,2.07,LOW_HAND_RATE,train__NAME__P51__7680995774148371-NAME.npz
aslcitizen,PLEASE,P50,5305284657006966-PLEASE,67,31,0.463,2.23,0.0,-1.15,LOW_HAND_RATE,train__PLEASE__P50__5305284657006966-PLEASE.npz
aslcitizen,PAIN,P40,41903857571087433-PAIN,84,39,0.464,2.81,0.0,-0.2,LOW_HAND_RATE,train__PAIN__P40__41903857571087433-PAIN.npz
aslcitizen,YES,P37,44146024789241256-YES,56,26,0.464,1.87,0.0,-0.29,LOW_HAND_RATE,train__YES__P37__44146024789241256-YES.npz
wlasl,BYE,WLASL_59,08510_0,99,46,0.465,3.3,0.0,-0.05,LOW_HAND_RATE,train__BYE__WLASL_59__wlasl_08510_0.npz
aslcitizen,INTERPRETER,P43,3318731808241877-INTERPRETER,71,33,0.465,2.32,0.0,0.0,LOW_HAND_RATE,train__INTERPRETER__P43__3318731808241877-INTERPRETER.npz
aslcitizen,DEAF,P48,8622441304805439-DEAF,58,27,0.466,1.93,0.0,-0.32,LOW_HAND_RATE,test__DEAF__P48__8622441304805439-DEAF.npz
aslcitizen,HOW,P35,25388875174562653-HOW,58,27,0.466,1.93,0.0,0.29,LOW_HAND_RATE,test__HOW__P35__25388875174562653-HOW.npz
aslcitizen,NAME,P16,45143019985078214-NAME,58,27,0.466,1.93,0.0,0.0,LOW_HAND_RATE,train__NAME__P16__45143019985078214-NAME.npz
aslcitizen,STOP,P23,815577675920792-STOP,73,34,0.466,2.43,0.0,1.55,LOW_HAND_RATE,train__STOP__P23__815577675920792-STOP.npz
aslcitizen,EAT,P17,7769434916738955-EAT,60,28,0.467,2.02,0.0,2.35,LOW_HAND_RATE,test__EAT__P17__7769434916738955-EAT.npz
aslcitizen,EAT,P22,7510361706596533-EAT 2,30,14,0.467,1.0,0.0,0.08,LOW_HAND_RATE,test__EAT__P22__7510361706596533-EAT 2.npz
aslcitizen,WATER,P37,6216809763132565-WATER,45,21,0.467,1.5,0.0,-0.61,LOW_HAND_RATE,train__WATER__P37__6216809763132565-WATER.npz
aslcitizen,SORRY,P15,258135021561094-SORRY,94,44,0.468,3.13,0.0,-1.24,LOW_HAND_RATE,test__SORRY__P15__258135021561094-SORRY.npz
aslcitizen,DRINK,P37,2789046705437668-DRINK 2,62,29,0.468,2.07,0.0,-0.69,LOW_HAND_RATE,train__DRINK__P37__2789046705437668-DRINK 2.npz
aslcitizen,MORE,P36,8398312100057683-MORE,79,37,0.468,2.63,0.0,-0.67,LOW_HAND_RATE,train__MORE__P36__8398312100057683-MORE.npz
aslcitizen,WHO,P50,5344192765643432-WHO,62,29,0.468,2.07,0.0,-0.9,LOW_HAND_RATE,train__WHO__P50__5344192765643432-WHO.npz
aslcitizen,EAT,P21,14082179940882456-EAT 2,47,22,0.468,1.57,0.0,0.33,LOW_HAND_RATE,val__EAT__P21__14082179940882456-EAT 2.npz
aslcitizen,DRINK,P35,21698877434119446-DRINK,49,23,0.469,1.63,0.0,0.18,LOW_HAND_RATE,test__DRINK__P35__21698877434119446-DRINK.npz
aslcitizen,HUNGRY,P49,5953063052308991-HUNGRY,49,23,0.469,1.63,0.2,0.22,LOW_HAND_RATE,test__HUNGRY__P49__5953063052308991-HUNGRY.npz
aslcitizen,WHO,P9,803567742919048-WHO,96,45,0.469,3.2,0.0,0.88,LOW_HAND_RATE,test__WHO__P9__803567742919048-WHO.npz
aslcitizen,EAT,P31,5290075047843825-EAT 2,81,38,0.469,2.71,0.0,0.5,LOW_HAND_RATE,train__EAT__P31__5290075047843825-EAT 2.npz
aslcitizen,INTERPRETER,P37,3921287402137754-INTERPRETER,64,30,0.469,2.15,0.0,-0.15,LOW_HAND_RATE,train__INTERPRETER__P37__3921287402137754-INTERPRETER.npz
aslcitizen,WAIT,P6,4219284432732393-WAIT,66,31,0.47,2.2,0.0,0.09,LOW_HAND_RATE,test__WAIT__P6__4219284432732393-WAIT.npz
aslcitizen,PLEASE,P9,8166852609962443-PLEASE,104,49,0.471,3.43,0.0,-0.21,LOW_HAND_RATE,test__PLEASE__P9__8166852609962443-PLEASE.npz
aslcitizen,UNDERSTAND,P48,2374155228317818-UNDERSTAND,51,24,0.471,1.7,0.0,0.29,LOW_HAND_RATE,test__UNDERSTAND__P48__2374155228317818-UNDERSTAND.npz
wlasl,UNDERSTAND,WLASL_82,60554_8,104,49,0.471,3.47,0.0,-0.88,LOW_HAND_RATE,train__UNDERSTAND__WLASL_82__wlasl_60554_8.npz
aslcitizen,BATHROOM,P16,6655667570633721-BATHROOM,89,42,0.472,2.97,0.0,-0.15,LOW_HAND_RATE,train__BATHROOM__P16__6655667570633721-BATHROOM.npz
aslcitizen,DRINK,P40,9841052916244253-DRINK,72,34,0.472,2.4,0.0,-0.29,LOW_HAND_RATE,train__DRINK__P40__9841052916244253-DRINK.npz
wlasl,SICK,WLASL_118,69470_1,72,34,0.472,2.4,0.0,-0.24,LOW_HAND_RATE,train__SICK__WLASL_118__wlasl_69470_1.npz
aslcitizen,DEAF,P17,9742883685495938-DEAF,55,26,0.473,1.84,0.0,-0.31,LOW_HAND_RATE,test__DEAF__P17__9742883685495938-DEAF.npz
aslcitizen,THANKYOU,P48,7057474129672285-THANK YOU,55,26,0.473,1.83,0.0,0.43,LOW_HAND_RATE,test__THANKYOU__P48__7057474129672285-THANK YOU.npz
aslcitizen,HOW,P31,8268472142479768-HOW,74,35,0.473,2.47,0.0,-0.73,LOW_HAND_RATE,train__HOW__P31__8268472142479768-HOW.npz
aslcitizen,INTERPRETER,P40,6692546186048767-INTERPRETER,91,43,0.473,3.03,0.0,-0.23,LOW_HAND_RATE,train__INTERPRETER__P40__6692546186048767-INTERPRETER.npz
aslcitizen,SORRY,P21,15179467641851585-SORRY,55,26,0.473,1.83,0.0,0.48,LOW_HAND_RATE,val__SORRY__P21__15179467641851585-SORRY.npz
aslcitizen,HURT,P6,526049354350854-HURT,57,27,0.474,1.9,0.0,-1.0,LOW_HAND_RATE,test__HURT__P6__526049354350854-HURT.npz
aslcitizen,HOW,P40,34202486889563555-HOW 2,78,37,0.474,2.6,0.0,-0.2,LOW_HAND_RATE,train__HOW__P40__34202486889563555-HOW 2.npz
aslcitizen,HURT,P26,24503491036116554-HURT,76,36,0.474,2.54,0.0,-0.57,LOW_HAND_RATE,val__HURT__P26__24503491036116554-HURT.npz
aslcitizen,WHAT,P40,3893021840905462-WHAT 1,80,38,0.475,2.64,0.0,-0.36,LOW_HAND_RATE,train__WHAT__P40__3893021840905462-WHAT 1.npz
aslcitizen,INTERPRETER,P48,22886884557885012-INTERPRETER,82,39,0.476,2.73,0.0,-0.59,LOW_HAND_RATE,test__INTERPRETER__P48__22886884557885012-INTERPRETER.npz
aslcitizen,DEAF,P23,310180956332871-DEAF 2,82,39,0.476,2.73,0.0,-0.33,LOW_HAND_RATE,train__DEAF__P23__310180956332871-DEAF 2.npz
aslcitizen,NAME,P17,721473614329061-NAME,65,31,0.477,2.17,0.0,0.46,LOW_HAND_RATE,test__NAME__P17__721473614329061-NAME.npz
aslcitizen,WHO,P48,9790302153060182-WHO,44,21,0.477,1.47,0.0,-0.13,LOW_HAND_RATE,test__WHO__P48__9790302153060182-WHO.npz
aslcitizen,DRINK,P6,7157386044540075-DRINK 2,67,32,0.478,2.24,0.0,-0.11,LOW_HAND_RATE,test__DRINK__P6__7157386044540075-DRINK 2.npz
aslcitizen,INTERPRETER,P35,7800453060473915-INTERPRETER,90,43,0.478,3.01,0.0,-0.39,LOW_HAND_RATE,test__INTERPRETER__P35__7800453060473915-INTERPRETER.npz
aslcitizen,NO,P36,3919396171653571-NO,46,22,0.478,1.5,0.0,-0.35,LOW_HAND_RATE,train__NO__P36__3919396171653571-NO.npz
aslcitizen,WAIT,P27,031074918450269218-WAIT,46,22,0.478,1.53,0.0,-0.12,LOW_HAND_RATE,train__WAIT__P27__031074918450269218-WAIT.npz
aslcitizen,WHY,P40,7885296477376487-WHY,69,33,0.478,2.3,0.0,1.53,LOW_HAND_RATE,train__WHY__P40__7885296477376487-WHY.npz
aslcitizen,YES,P27,32941176670637984-YES,46,22,0.478,1.54,0.0,-0.37,LOW_HAND_RATE,train__YES__P27__32941176670637984-YES.npz
aslcitizen,EAT,P16,7821457095653572-EAT 2,71,34,0.479,2.37,0.0,-0.16,LOW_HAND_RATE,train__EAT__P16__7821457095653572-EAT 2.npz
aslcitizen,INTERPRETER,P16,6413291064413598-INTERPRETER,73,35,0.479,2.43,0.0,-0.35,LOW_HAND_RATE,train__INTERPRETER__P16__6413291064413598-INTERPRETER.npz
aslcitizen,BYE,P9,4578901677582461-BYE,79,38,0.481,2.6,0.0,-0.93,LOW_HAND_RATE,test__BYE__P9__4578901677582461-BYE.npz
aslcitizen,EAT,P16,8083635818179542-EAT,77,37,0.481,2.57,0.0,-0.05,LOW_HAND_RATE,train__EAT__P16__8083635818179542-EAT.npz
wlasl,DRINK,WLASL_109,68041_6,87,42,0.483,3.48,0.0,1.1,LOW_HAND_RATE,train__DRINK__WLASL_109__wlasl_68041_6.npz
aslcitizen,HOW,P14,9117355925466168-HOW,62,30,0.484,2.03,0.0,-0.06,LOW_HAND_RATE,train__HOW__P14__9117355925466168-HOW.npz
aslcitizen,EAT,P49,9170908200517884-EAT 2,37,18,0.486,1.23,0.0,1.46,LOW_HAND_RATE,test__EAT__P49__9170908200517884-EAT 2.npz
aslcitizen,DEAF,P35,8245190559451223-DEAF,76,37,0.487,2.53,0.0,-0.8,LOW_HAND_RATE,test__DEAF__P35__8245190559451223-DEAF.npz
aslcitizen,DEAF,P31,055902509113725074-DEAF,80,39,0.487,2.67,0.0,-0.24,LOW_HAND_RATE,train__DEAF__P31__055902509113725074-DEAF.npz
aslcitizen,DRINK,P40,17063504743468516-DRINK 2,80,39,0.487,2.67,0.0,0.05,LOW_HAND_RATE,train__DRINK__P40__17063504743468516-DRINK 2.npz
aslcitizen,HELLO,P7,7613696736100914-HELLO,76,37,0.487,2.53,0.0,-0.39,LOW_HAND_RATE,train__HELLO__P7__7613696736100914-HELLO.npz
aslcitizen,HELP,P11,8646796456836814-HELP,43,21,0.488,1.43,0.0,-0.93,LOW_HAND_RATE,train__HELP__P11__8646796456836814-HELP.npz
wlasl,HUNGRY,WLASL_38,28377_6,84,41,0.488,2.8,0.0,0.27,LOW_HAND_RATE,train__HUNGRY__WLASL_38__wlasl_28377_6.npz
aslcitizen,DRINK,P17,1184248496668674-DRINK,45,22,0.489,1.5,0.0,0.93,LOW_HAND_RATE,test__DRINK__P17__1184248496668674-DRINK.npz
aslcitizen,INTERPRETER,P42,39793275246996807-INTERPRETER,45,22,0.489,1.46,0.0,-0.49,LOW_HAND_RATE,test__INTERPRETER__P42__39793275246996807-INTERPRETER.npz
aslcitizen,HELLO,P27,5254351100197965-HELLO,45,22,0.489,1.5,0.0,-0.95,LOW_HAND_RATE,train__HELLO__P27__5254351100197965-HELLO.npz
aslcitizen,DEAF,P35,2149343960761707-DEAF,51,25,0.49,1.7,0.0,-0.48,LOW_HAND_RATE,test__DEAF__P35__2149343960761707-DEAF.npz
aslcitizen,SICK,P22,40883500861073974-SICK,49,24,0.49,1.63,0.0,-0.29,LOW_HAND_RATE,test__SICK__P22__40883500861073974-SICK.npz
aslcitizen,STOP,P52,9191814085149543-seedSTOP,102,50,0.49,3.33,0.0,-0.1,LOW_HAND_RATE,train__STOP__P52__9191814085149543-seedSTOP.npz
wlasl,WHERE,WLASL_13,63084_13,104,51,0.49,3.47,0.0,-0.41,LOW_HAND_RATE,train__WHERE__WLASL_13__wlasl_63084_13.npz
aslcitizen,HELLO,P48,5339916560192981-HELLO,53,26,0.491,1.77,0.0,0.27,LOW_HAND_RATE,test__HELLO__P48__5339916560192981-HELLO.npz
aslcitizen,HOW,P6,8193368982950104-HOW 2,53,26,0.491,1.77,0.0,0.03,LOW_HAND_RATE,test__HOW__P6__8193368982950104-HOW 2.npz
wlasl,MORE,WLASL_36,36828_14,57,28,0.491,1.9,0.0,2.13,LOW_HAND_RATE,train__MORE__WLASL_36__wlasl_36828_14.npz
aslcitizen,YES,P21,9161842981344352-YES,57,28,0.491,1.9,0.0,-0.07,LOW_HAND_RATE,val__YES__P21__9161842981344352-YES.npz
aslcitizen,BATHROOM,P35,13788190509940335-BATHROOM,63,31,0.492,2.11,0.0,-0.55,LOW_HAND_RATE,test__BATHROOM__P35__13788190509940335-BATHROOM.npz
aslcitizen,DEAF,P37,9899511825675291-DEAF,65,32,0.492,2.17,0.0,-0.24,LOW_HAND_RATE,train__DEAF__P37__9899511825675291-DEAF.npz
aslcitizen,MORE,P16,033095312435714064-MORE,61,30,0.492,2.03,0.0,-0.56,LOW_HAND_RATE,train__MORE__P16__033095312435714064-MORE.npz
aslcitizen,WAIT,P29,72369024028368-WAIT,71,35,0.493,2.37,0.0,-0.46,LOW_HAND_RATE,train__WAIT__P29__72369024028368-WAIT.npz
aslcitizen,UNDERSTAND,P40,4687993210650012-UNDERSTAND,79,39,0.494,2.6,0.0,0.42,LOW_HAND_RATE,train__UNDERSTAND__P40__4687993210650012-UNDERSTAND.npz
aslcitizen,YES,P9,7199652013477922-YES,91,45,0.495,3.03,0.0,-0.39,LOW_HAND_RATE,test__YES__P9__7199652013477922-YES.npz
wlasl,MORE,WLASL_52,36829_15,82,41,0.5,2.74,1.0,-0.48,CORRUPT_FRAMES,train__MORE__WLASL_52__wlasl_36829_15.npz
aslcitizen,NO,P9,5328649685588343-NO,93,47,0.505,3.11,0.0,3.49,FAR_FROM_WORD,test__NO__P9__5328649685588343-NO.npz
wlasl,WAIT,WLASL_60,62100_4,107,55,0.514,3.57,1.0,0.01,CORRUPT_FRAMES,train__WAIT__WLASL_60__wlasl_62100_4.npz
wlasl,WHAT,WLASL_5,62984_12,60,31,0.517,2.0,1.0,-0.32,CORRUPT_FRAMES,train__WHAT__WLASL_5__wlasl_62984_12.npz
aslcitizen,BATHROOM,P40,8819170852454765-BATHROOM,85,44,0.518,2.84,0.353,0.21,CORRUPT_FRAMES,train__BATHROOM__P40__8819170852454765-BATHROOM.npz
aslcitizen,BYE,P49,2223181186410932-BYE,25,13,0.52,1.67,1.0,0.34,CORRUPT_FRAMES,test__BYE__P49__2223181186410932-BYE.npz
wlasl,YES,WLASL_5,64297_14,46,24,0.522,1.53,1.0,-0.37,CORRUPT_FRAMES,train__YES__WLASL_5__wlasl_64297_14.npz
wlasl,BYE,WLASL_3,25044_1,53,28,0.528,1.77,1.0,-0.11,CORRUPT_FRAMES,train__BYE__WLASL_3__wlasl_25044_1.npz
aslcitizen,YES,P49,5327840336837257-YES,17,9,0.529,1.13,0.75,-0.08,CORRUPT_FRAMES,test__YES__P49__5327840336837257-YES.npz
aslcitizen,INTERPRETER,P49,8738981266706498-INTERPRETER,79,42,0.532,2.63,0.812,-0.22,CORRUPT_FRAMES,test__INTERPRETER__P49__8738981266706498-INTERPRETER.npz
wlasl,DRINK,WLASL_121,70173_2,122,65,0.533,4.07,0.08,34.34,FAR_FROM_WORD,train__DRINK__WLASL_121__wlasl_70173_2.npz
wlasl,HOW,WLASL_5,28212_13,75,40,0.533,2.5,1.0,-0.17,CORRUPT_FRAMES,train__HOW__WLASL_5__wlasl_28212_13.npz
wlasl,WHO,WLASL_46,63230_12,60,32,0.533,2.0,1.0,-0.7,CORRUPT_FRAMES,train__WHO__WLASL_46__wlasl_63230_12.npz
wlasl,BATHROOM,WLASL_5,58740_3,62,34,0.548,2.07,1.0,0.5,CORRUPT_FRAMES,train__BATHROOM__WLASL_5__wlasl_58740_3.npz
wlasl,MORE,WLASL_2,36827_13,93,52,0.559,3.72,0.368,1.56,CORRUPT_FRAMES,train__MORE__WLASL_2__wlasl_36827_13.npz
wlasl,HOW,WLASL_46,28204_18,91,51,0.56,3.04,1.0,1.61,CORRUPT_FRAMES,train__HOW__WLASL_46__wlasl_28204_18.npz
wlasl,UNDERSTAND,WLASL_6,60546_7,41,23,0.561,1.71,1.0,-0.79,CORRUPT_FRAMES,train__UNDERSTAND__WLASL_6__wlasl_60546_7.npz
wlasl,HUNGRY,WLASL_52,28378_7,35,20,0.571,1.17,1.0,-0.47,CORRUPT_FRAMES,train__HUNGRY__WLASL_52__wlasl_28378_7.npz
aslcitizen,INTERPRETER,P9,10872535872109146-INTERPRETER,103,59,0.573,3.43,0.0,5.05,FAR_FROM_WORD,test__INTERPRETER__P9__10872535872109146-INTERPRETER.npz
wlasl,HUNGRY,WLASL_5,28382_11,65,38,0.585,2.17,1.0,-0.79,CORRUPT_FRAMES,train__HUNGRY__WLASL_5__wlasl_28382_11.npz
wlasl,HELLO,WLASL_64,27180_5,112,66,0.589,3.74,1.0,0.85,CORRUPT_FRAMES,train__HELLO__WLASL_64__wlasl_27180_5.npz
wlasl,WHO,WLASL_5,63240_5,71,42,0.592,2.37,1.0,-0.78,CORRUPT_FRAMES,train__WHO__WLASL_5__wlasl_63240_5.npz
wlasl,WATER,WLASL_52,62502_16,91,54,0.593,3.04,1.0,-0.56,CORRUPT_FRAMES,train__WATER__WLASL_52__wlasl_62502_16.npz
wlasl,DEAF,WLASL_5,14899_4,74,44,0.595,2.47,1.0,-0.51,CORRUPT_FRAMES,train__DEAF__WLASL_5__wlasl_14899_4.npz
wlasl,WATER,WLASL_5,62508_8,80,48,0.6,2.67,1.0,-0.55,CORRUPT_FRAMES,train__WATER__WLASL_5__wlasl_62508_8.npz
